822602,856615,754857,101984,315171,173264,437735,-771406,-518790,-517562,-1,1
988521,415676,-810503,-578278,79553,-8259,-684828,-691748,-82885,536797,-1,-1
-195388,-516904,-722196,124193,-566804,-996672,-815211,467076,592977,162906,-1,-1
690772,-104528,767864,789964,763119,-918949,-59056,-220503,586844,254257,-1,1
742583,651725,92604,157327,183720,-68747,-724312,-274805,863997,62999,-1,1
-628124,-31265,-206496,578348,-565021,-222514,-499192,181318,215851,595698,-1,-1
-918445,50279,-937117,-116879,922639,921209,45910,509952,582861,-764413,-1,1
611251,-179463,-172174,-185621,82433,931168,-727863,-416513,-289649,735766,-1,1
789292,391642,-322381,-999757,527851,-1260,617133,756841,565483,926182,-1,1
686649,-398317,-645856,-816217,-33851,-963699,441612,106707,-677197,600558,-1,-1
355785,-542217,520755,189713,-335712,-963656,37748,-425649,844825,254040,-1,-1
-342371,-402027,124329,227157,-915461,533658,-870487,-652734,609099,932396,-1,-1
517483,-167855,-466078,-37553,405150,197861,480919,-874778,-720738,7533,-1,-1
-955184,920879,-497991,783621,-674431,371865,-988540,42372,-453102,386995,-1,-1
-942388,735340,27427,-719752,134186,542567,-748016,-460254,338191,-599544,-1,-1
-307086,916659,-193195,241486,-975303,-566747,123526,-559847,894386,-226404,-1,-1
-925034,-430149,-631690,916998,481407,886674,-183621,503001,898025,718348,-1,1
348442,935779,84598,-768741,-404103,-872270,300950,-641763,-166724,491368,-1,-1
538189,658256,318922,883945,353677,-502535,155072,814931,-635436,-95269,-1,1
-635921,-452330,557919,400137,-228918,-986164,-330421,-875602,-831154,-820313,-1,-1
-133146,110128,167791,-985282,477960,-629508,-385357,-184646,-996046,-858635,-1,-1
-161287,813920,-803499,862513,421926,251908,512674,943324,85066,-498460,-1,1
-605280,-320727,-919229,-504554,807684,699331,-839757,-862147,706649,553779,-1,-1
544662,-392167,495037,-63430,248659,-950863,972699,-567330,-217382,969903,-1,1
683919,-408248,-971703,480192,30936,-605141,-794160,294321,801548,-143142,-1,-1
-511186,852802,341129,330637,720020,429581,-3254,-871505,12107,-785610,-1,1
-826359,719024,-143059,5534,-653140,988116,-530440,-803539,900478,522868,-1,1
-428850,-891834,701125,437612,-936436,117034,-599412,-331256,987595,-738272,-1,-1
649541,-105497,277140,567865,5428,194185,127839,-945080,-947562,697751,-1,1
-615655,270794,438415,872551,247113,481909,-135487,-506803,606691,917128,-1,1
203168,-319392,259309,812442,-787409,303619,68750,-762659,-910147,192424,-1,-1
-47155,231748,217540,6670,664449,-402341,-704836,194841,264461,830172,-1,1
-259714,-531159,-688314,-164841,-271285,325453,-348795,587721,-365961,851876,-1,-1
-642024,473747,854761,174518,-774503,-466176,861719,736446,191315,988795,-1,1
589216,449551,-670821,309692,621089,-935380,998362,461528,178991,-327331,-1,1
-588888,713639,-267655,568082,629408,-635132,591388,152379,-370355,-529529,-1,1
-846636,127712,389533,571884,253419,-920916,547745,-770201,-696778,-619500,-1,-1
327148,-914345,720710,187470,-44563,906494,465961,-854751,318693,887882,-1,1
-246805,640510,384064,-367380,-174603,-109678,-260752,888320,787547,826267,-1,1
-955944,-802380,599897,688610,-341622,-509372,594517,904348,-213093,-864166,-1,-1
929568,-875562,-796657,-688386,936407,603003,-53405,-4088,561891,141983,-1,1
-617050,383104,349804,-171018,-625982,825059,-449179,-146783,-438123,217690,-1,-1
425422,72638,993516,-509556,-412413,337642,971334,385578,219327,211723,-1,1
419492,-834480,784163,227619,732515,-283661,-579151,896164,-758297,869314,-1,1
-646301,-887739,257184,281485,-49752,-555828,-526113,-395108,919432,428456,-1,-1
433292,-852853,-55187,647034,-38291,-566799,18573,252990,650964,288199,-1,1
345320,-459657,-721105,-266959,407781,399643,-563850,857373,696787,-618324,-1,1
-136047,-93136,-96265,749585,-925435,421287,180740,203074,997750,220061,-1,1
426126,-678364,-258589,-24886,203543,-915915,-312484,546716,700849,202713,-1,-1
543396,391092,-599014,275968,948433,-46585,753263,-526518,-729206,466266,-1,1
16926,474382,-997558,-67288,416320,-883576,193711,-538296,694284,-678755,-1,-1
-778376,184208,-882515,-834359,334689,-334869,49386,698083,-10830,281718,-1,-1
402244,243811,-918849,998871,-163340,816844,457006,615213,-778647,-249913,-1,1
-298199,-453291,-964627,366159,-700643,483637,518253,322644,988725,556781,-1,1
-400428,161134,986458,-970033,987417,711158,854448,-744123,-15426,280993,-1,1
101897,-14593,-761717,257775,-125697,-702462,167106,-26561,-138581,190784,-1,-1
952760,434579,359469,-881400,161320,-11561,237021,-981371,773585,-130174,-1,1
734873,-758192,-518209,248839,607137,404329,-265847,773831,777028,891229,-1,1
536431,-552803,-457135,635503,987272,-336302,304908,-422468,878879,-234896,-1,1
-273104,-181933,-397953,-964467,-64522,38458,151681,623977,393152,212507,-1,-1
-897533,-635370,-538916,884797,-882409,102952,450791,427818,-564513,-423162,-1,-1
625604,-407336,51471,-451528,-471409,-72078,823806,180750,804277,819468,-1,1
-770311,716563,-163367,-99976,626697,452637,-358564,972444,-656072,108767,-1,1
-539910,464693,39703,-69725,-619806,97209,729254,-997992,-839403,-421273,-1,-1
-690769,-903115,-205438,553881,146921,152821,-264800,-900348,-681586,168426,-1,-1
552202,-862705,975897,-543154,-443746,960584,-576089,-210966,894600,449339,-1,1
-963149,465792,-727116,463657,242881,-45065,-789714,298658,-447384,-443655,-1,-1
-817697,865266,-633218,-405592,430572,72334,340762,143768,472201,713138,-1,1
-172824,985861,-320583,-464367,-395677,925530,-189218,-446467,-397280,130316,-1,-1
425497,939206,217130,728330,-141694,191810,-319514,-98215,-769482,-786549,-1,1
-824673,-233193,664456,-827567,-931332,40763,519119,-704031,74653,750298,-1,-1
-189664,416686,-338749,957689,349517,388114,-788775,-669847,-483692,246585,-1,-1
-980613,532592,317477,803597,467170,-22875,51079,-395682,-214019,-33593,-1,1
-218593,-321402,-94804,-211280,380985,-938054,-764546,1168,-723555,449165,-1,-1
-175533,246510,390205,-368211,27704,399681,493753,-291360,344532,-348770,-1,1
909971,-534872,11629,-565252,-936826,192679,-712675,181298,348867,138605,-1,-1
-339879,658554,-124085,-473027,332511,-904538,74920,337711,-922785,-796014,-1,-1
248789,-427286,-679038,678356,422419,79265,-112363,772395,-489887,-106531,-1,1
765405,185169,177939,191472,-80567,144647,-445301,-226180,635371,-925796,-1,1
-541838,624428,110225,813836,709837,567565,339312,631459,42627,995253,-1,1
-972219,407751,-947573,931043,5810,-194307,199538,-275966,-364464,-664388,-1,-1
-138835,-250347,489269,442186,-623793,-387321,896077,-194161,161156,497948,-1,1
325438,-99011,-490229,762222,-686776,917384,980918,800148,-721717,-954454,-1,1
906550,-456192,526907,358294,202792,908476,384518,803454,629408,847713,-1,1
294563,760693,-940522,909280,-987122,160914,252658,591333,281738,205595,-1,1
-985569,-337629,-2888,257122,-516179,-909082,15191,-472016,-557291,-951104,-1,-1
-720463,-620986,-340006,808038,-759613,-499679,-96563,817199,469214,88328,-1,-1
-59316,-442257,763471,922949,-441086,-295407,839876,441173,283707,381316,-1,1
941949,-350310,-348933,-404263,692970,774152,977631,132946,-865787,-707623,-1,1
726766,-471339,998358,-121011,-797734,-521120,954215,-421304,778181,-373687,-1,1
29013,-686713,-281190,-96288,-510438,488565,-345950,536934,10277,-726609,-1,-1
-975237,-453775,-115251,604955,131995,-864189,-899902,-893358,-109422,-119709,-1,-1
-38031,-73330,-416099,-183517,69761,272822,226174,926675,-805529,-332002,-1,-1
828757,-168288,-622864,35902,130288,-379134,-49819,681779,253636,-799544,-1,-1
331509,-275966,556691,-882485,-180738,651856,32452,785229,-918835,-570711,-1,-1
-274020,-770203,19631,-260355,-917939,-843680,362059,356061,562123,223680,-1,-1
428041,513371,-347543,-755372,621260,392978,545485,138956,-774661,461045,-1,1
499070,-867024,195646,460776,89354,597265,-422675,383523,-60597,-524934,-1,1
-704441,6648,-769707,-940950,919106,590640,-995090,505570,-935488,-470508,-1,-1
51013,-478392,-234621,776586,522599,-825575,997622,422848,-343474,-949399,-1,-1
-217369,717883,-820483,-780105,897097,-637368,-437660,-841498,-199507,525198,-1,-1
-439430,832410,-134428,-426462,939268,42369,856234,-880294,-818796,871449,-1,1
312828,-339738,-993945,640554,709311,-169062,-765671,-883118,-577774,649112,-1,-1
-897514,-216852,282662,402230,184442,594313,175196,-171868,159226,340415,-1,1
-312389,917982,-140954,962944,-590752,-313405,606316,591485,403893,108578,-1,1
-314463,776510,633491,-869071,-405240,51146,-597786,920461,515539,-269870,-1,1
-785320,-302776,133196,9963,-728746,-196243,313128,-379968,-306103,72888,-1,-1
876828,-929013,956129,172947,-86492,192688,583597,-49302,-664261,-232468,-1,1
132709,-73651,375301,-401780,-712237,336430,189896,521324,898245,-126921,-1,1
386592,-263358,-648669,309841,696668,-584168,944328,272537,9711,100684,-1,1
-99677,771968,-496388,-390681,183204,715260,-955875,-809982,431356,-734162,-1,-1
-313435,41693,645446,-782446,-550336,901900,557309,-404846,-279333,-222143,-1,-1
983911,773337,-864038,894217,-14808,814596,457523,-223663,179451,-457554,-1,1
745154,-298303,-631002,-878987,898988,-865754,77079,78843,767856,-298786,-1,-1
-839770,-642191,988790,560303,-584496,-193464,-581060,-297604,-676073,478813,-1,-1
-842240,909811,-326830,616838,-109124,-274887,83476,-750893,-604435,-55876,-1,-1
-8842,-708544,-532310,-580445,688022,-103791,404782,848166,910653,98745,-1,1
-188032,407724,-160126,-57854,789275,-229610,666714,-823780,587283,615354,-1,1
-188070,772201,-24075,312576,-644131,762961,-587388,431363,-537027,-227281,-1,1
480278,343180,741596,666604,98983,-650909,-425768,266904,26342,-611236,-1,1
-279512,-328362,-657995,-408779,340391,553859,-542249,-346164,-377499,-199811,-1,-1
-530274,493041,368822,-678380,451256,56149,817449,-571980,40103,516092,-1,1
-974614,-150041,845974,-619491,-426499,821786,-124404,-661767,-722859,426755,-1,-1
-94093,744109,-804887,-221918,446061,-10925,716991,-773622,-701686,-110800,-1,-1
-874647,148868,-86013,-576383,-368436,809536,520996,249195,-366892,122052,-1,-1
123541,527787,156445,-636467,-100308,825798,-313740,232818,-444198,-482275,-1,-1
720404,994347,236364,467071,-498265,-43089,-563900,-540251,698347,-3040,-1,1
407844,549186,625266,-142614,921853,963673,343378,642049,-374529,-451369,-1,1
21578,-630825,-167843,-672962,-319958,54142,-18873,954310,-957776,390215,-1,-1
-705811,-574412,998752,-65368,-92487,-963808,-265439,141336,-103018,339480,-1,-1
-538684,553161,-860333,-592082,-581518,-718737,573708,738300,328335,107693,-1,-1
182764,386196,-431748,258981,-764237,-84497,-11779,-132628,-728398,828844,-1,-1
405854,-44279,832841,-199035,447117,628291,-669383,-22222,-122099,-807606,-1,1
991829,-176185,-123271,96606,-632922,-43955,-971279,463626,505234,385510,-1,1
798470,617340,-490542,-338091,-714383,70415,252579,-406958,-838669,-550967,-1,-1
-801299,112816,-893485,262679,-17601,-880607,273441,-162368,-736112,903116,-1,-1
241359,-356118,-685275,843656,953313,280168,-25213,-600489,-397433,503850,-1,1
-147374,-949270,630729,-851306,-78178,-539350,-71223,-942675,-692474,997880,-1,-1
519015,-170744,838130,-804134,195994,218559,-965394,-503847,872688,-950204,-1,-1
784517,321932,219305,509564,-773256,583038,-689216,12654,-361559,634074,-1,1
-394312,-238672,-474751,-652589,-452088,-312228,607490,730121,660569,-731823,-1,-1
667388,-486868,-311074,700873,-155782,247307,-356991,-756701,-168632,84864,-1,-1
-169783,-598412,188548,-91097,-977318,998881,-951692,943236,-97993,-139258,-1,-1
617735,-113511,522756,115594,636720,-957574,234054,-852179,235225,-512175,-1,-1
-76756,-717379,223566,-144860,446160,851592,-367029,511328,-96247,-222229,-1,1
-901340,922692,598140,422745,-48959,-654015,-25504,-380793,-594792,-790946,-1,-1
546992,651682,-506868,-70954,908968,506742,111203,846593,499129,-161595,-1,1
-938019,-505903,-639252,812963,833274,580870,-578946,-469041,-119629,656823,-1,-1
124958,685519,-841149,-621274,-462497,-318621,-214433,568378,666402,698318,-1,1
150853,873342,-11332,-505459,-697043,-825897,44727,121285,992137,506694,-1,1
49903,-320971,-89323,-132416,593181,-138141,-931326,-101029,-584738,830585,-1,-1
280996,664707,498812,-755588,892345,209690,-138592,204639,-69584,-733282,-1,1
-73615,378194,-63883,-547886,-747246,916035,-872477,-814332,952111,419118,-1,-1
-501686,-296410,920941,-948233,713725,-27850,983361,-524302,-397073,-360155,-1,-1
30044,-545649,-605618,-58776,-759741,-692438,269362,-653206,688098,856828,-1,-1
-47405,-125237,-363159,-456594,-879505,676199,-604458,720407,123546,-709847,-1,-1
590871,-25232,754806,956947,897695,-354354,-38624,-759250,709432,590035,-1,1
-48028,651314,726041,-137757,669004,-363984,-663807,-296180,-796065,252860,-1,-1
161320,-786927,934591,918363,542232,-16366,973586,-332025,-888303,-656980,-1,1
-633301,420421,279235,179962,317476,-177685,-150439,520274,-408341,554313,-1,1
704566,-335314,-998883,-341261,120616,606732,-302730,-838453,128266,-958179,-1,-1
534321,871305,871840,702296,648169,260922,-556942,656771,615165,-523502,-1,1
314186,236830,-835668,-627224,372643,-878564,-159673,-547077,-454744,-912985,-1,-1
29125,86384,273632,-167404,-904608,-425038,-730857,-48156,-938521,-633181,-1,-1
489188,754496,188576,-267251,635581,-449141,736787,-754801,-389678,-949621,-1,-1
741660,853131,-291732,371603,-999422,-931422,-528630,-96853,570511,185203,-1,-1
570748,468264,137530,-660141,879603,-515485,737547,-543476,789107,824593,-1,1
835280,-383752,-915409,424078,-624342,111553,832659,-725387,165476,507277,-1,1
261576,853987,-419814,-742140,-985470,-675621,-817403,463547,737959,484858,-1,-1
-818892,-688361,-464739,-632413,-732292,341055,-609131,-426863,-168760,-941585,-1,-1
980180,-753793,812028,-613493,553278,61460,281506,-40681,-103620,-10401,-1,1
520363,-144923,259061,909945,903631,-647415,-22494,457505,422531,586913,-1,1
-210731,884438,49085,467177,816024,-259292,-719886,99660,119259,113610,-1,1
-252448,-989938,-451530,719347,209946,922857,-688009,-597535,476260,419799,-1,-1
272622,-446983,284460,537763,405778,-721019,675896,142305,-416057,-45370,-1,1
-147847,597766,-665232,-895641,-890333,699613,126049,437002,523350,-165184,-1,-1
317709,-523345,892528,-687565,-705795,-955512,2543,206216,-820536,-919138,-1,-1
173791,602831,175789,857000,393844,-101274,-333344,-100343,-96441,-989069,-1,1
170332,-566258,-908662,352478,-713039,669980,598596,873648,-577035,-907802,-1,-1
794353,547470,598148,-340935,-185458,973318,943915,-762096,875681,410521,-1,1
344382,-784420,-367730,851951,-33998,-868044,364501,-183783,-25755,465965,-1,-1
-189905,571103,262798,762662,-148178,-479017,-169267,-226092,355005,975191,-1,1
-404006,-697421,-103333,-419598,934600,271015,-676763,457269,940619,557958,-1,1
-6604,131426,569430,-214138,69965,226459,-468454,841341,-465840,179096,-1,1
-7953,483563,905915,-125205,302541,-512485,729369,-369174,101692,584597,-1,1
332316,-366460,-483516,-918734,892227,-502131,163821,266967,58147,-568488,-1,-1
876225,-49395,-905709,-753652,23813,925731,316341,95112,-513431,598392,-1,1
-665298,-548520,671206,-760018,756758,-924094,795432,370988,932209,-583548,-1,1
-273619,-622137,-210595,695427,997478,963514,48670,-177402,913561,92041,-1,1
336082,-758331,947173,832500,-629485,315099,-996163,-679360,-509829,166706,-1,-1
915812,113282,957554,545453,-326122,194415,998470,-455899,-149075,-660894,-1,1
-541442,-186074,-250987,-568858,180783,987494,-624799,-26568,543280,475235,-1,-1
113222,-85411,100019,146656,113204,-303823,-814549,-659598,1549,-125102,-1,-1
-800210,898345,116279,-38866,109415,52724,-527625,-725960,857629,-921836,-1,-1
-448172,815356,-328518,773628,-101339,-976893,827769,478444,-743614,-337273,-1,-1
-436881,-265612,514779,-410727,-241569,481056,926317,19895,304011,-191554,-1,1
-36456,-92829,708826,-347429,-330270,954605,107250,-731309,-464167,238881,-1,1
666383,-607875,271738,-728746,593502,-523751,817210,-184767,-236285,344177,-1,1
808950,-878106,-741296,-592466,173447,784364,-81489,-641325,910753,547983,-1,1
761526,-317103,524328,-231111,528446,-827718,-863084,976406,-810135,749937,-1,1
348155,-980125,917754,-642005,-463846,-177895,-554892,897445,797448,-595986,-1,-1
-884598,-58864,-65918,-947577,157847,365899,-102705,204678,-738060,-853821,-1,-1
-997639,105565,616013,-4741,160415,381998,-871867,813879,-797666,-86814,-1,-1
-536415,965537,-341565,545271,493706,696218,743369,-669919,-811558,-84045,-1,1
483112,85599,528996,-611395,-648927,458937,-499357,594536,879871,-357119,-1,1
386616,451730,-68675,240264,984636,-94020,193212,2827,488475,202507,-1,1
-96500,904016,200169,174616,-902944,-851998,11927,-961666,-689132,298663,-1,-1
-224692,-717181,-193121,451112,-46799,173498,-179171,-839494,52713,289832,-1,-1
-249188,-167599,-257556,-939484,665952,650009,-256201,-528792,342068,546931,-1,-1
225594,-782030,-195893,193401,-257732,283848,-355491,-359094,246544,-59524,-1,-1
-780595,179276,127149,903223,-653503,-954113,-165134,681556,365350,-846581,-1,-1
-997422,-240851,250201,410090,178117,502566,-16796,-901842,976620,50165,-1,1
86597,473584,-921918,-880467,-281374,-442944,661763,-516443,3210,994335,-1,-1
772134,257979,-981996,126491,726445,499021,-435772,-633879,-399351,890130,-1,1
-490381,663956,751082,398054,-323790,-940548,-684818,454653,78579,952791,-1,1
76854,-127150,-749170,26974,919065,574868,319199,816732,328331,337915,-1,1
654059,-423012,193180,-925822,-504641,914225,341048,860936,-971146,722401,-1,1
901325,-407717,847579,-569392,-180279,-992898,292270,898158,57412,-583034,-1,1
-23372,311727,532476,-170872,-974384,799112,422126,906851,667122,117850,-1,1
-61066,2899,-217610,-717851,163777,679865,118990,69217,-716658,-574465,-1,-1
-569525,239095,635373,473423,-238081,83812,31252,-631528,71043,838974,-1,1
104728,-445008,819573,-797038,332396,441550,-808106,-654888,-694388,-980381,-1,-1
303438,637795,123130,623893,-535923,14031,954997,943116,-386426,-232794,-1,1
-622034,979947,-410703,-679738,-691625,200824,-367586,-216427,980670,-641701,-1,-1
-208804,590158,-855348,-75642,18906,40719,-638793,62209,448140,-607700,-1,-1
-834146,-18399,740513,392349,-274983,-548144,-913241,-499673,-626674,489599,-1,-1
422759,152694,-233469,35257,467407,551203,-976476,-457835,-501938,-2524,-1,-1
945939,-646468,729107,-477047,-506393,-649729,-674022,-569032,-289778,-220051,-1,-1
-354760,-571186,792594,272855,900868,600389,-50495,-381046,-683252,-279094,-1,1
-796221,193643,676080,-802773,141772,696172,971624,862192,36613,728774,-1,1
-927592,-558660,270436,-957793,-729228,-501923,-504791,101425,-241863,276112,-1,-1
843019,456358,539768,-719110,356696,698099,-322207,909714,103810,413327,-1,1
507778,-202680,775169,-219478,162207,123459,-32955,487489,-541539,-975104,-1,1
-246029,-425656,687956,-495091,-381649,446167,-190330,-161139,162097,562724,-1,-1
733583,14904,-550551,-860337,-405785,-287000,302311,-84666,58740,-814286,-1,-1
139070,726418,985678,314914,990558,-555770,-820590,-819321,-825997,-637128,-1,-1
606640,725480,-44010,299607,279464,876658,-173084,-957893,-143054,-584579,-1,1
727966,493032,34274,567513,419218,8627,147471,-709198,-393277,-583652,-1,1
917466,-545550,54965,-359532,-67905,-232826,-503350,-398882,874874,738289,-1,1
-839332,-227247,-890295,94305,-698636,160194,-630082,-530530,-758736,-394931,-1,-1
-159685,123554,-965400,-73443,-814320,647308,-101735,-363171,604599,-918687,-1,-1
-218709,422213,-638113,369185,-797769,771726,511904,298635,636752,37870,-1,1
-680546,-859198,327470,-556337,231656,-932655,-94424,647066,-401874,-326197,-1,-1
-737089,-591203,-275251,-605511,-753307,-962251,-817823,33349,19736,307000,-1,-1
38461,-963391,-512467,610474,281391,-776381,-72889,954902,-537744,751969,-1,-1
-474740,865146,824652,29562,-803640,-919783,-774020,-724224,867076,9247,-1,-1
-184314,551233,789611,418238,-579343,-13583,419642,848801,247231,778355,-1,1
609153,-297752,331719,-467777,36737,-340893,757513,285804,444656,-183126,-1,1
-829316,120302,321392,-850043,-730309,-854682,-987745,862028,388366,91461,-1,-1
445856,558334,-4706,506028,-819871,782609,-308949,-6074,-290500,-897703,-1,-1
412406,319937,38703,-854873,-245487,622232,-734171,10562,86459,454028,-1,1
-260246,-183237,111134,-971060,-723515,286014,224639,418435,436976,875177,-1,1
-502037,656071,422277,363807,-464765,62583,146197,-308064,171149,-416069,-1,1
-617820,466646,399920,369747,-913768,-226152,882674,-595514,-809700,-397071,-1,-1
-528286,-570253,254523,-728805,890471,-126885,146134,649122,-89536,596170,-1,1
877486,-912738,768711,-185782,-81686,77061,-476290,-13098,-299928,780644,-1,1
902383,548163,-766031,-28521,733384,-189623,869577,-655383,-491554,631134,-1,1
618975,251629,111766,-604365,848295,661051,941074,147035,624907,898326,-1,1
-627771,-278541,-158651,-192030,296156,-30751,551372,-954587,550867,-680542,-1,-1
-94291,820406,-881209,-152307,869992,757711,-181930,-890966,-716413,-32865,-1,-1
-75836,-750926,-907725,141102,-918170,-730070,518685,-379494,546959,-987475,-1,-1
-764659,-228062,-592620,-983733,938725,-540092,-902440,-793578,-439777,14926,-1,-1
272872,686726,749089,-746038,-516566,667345,215606,373904,-931012,-318660,-1,1
-13587,-854904,732100,-605885,785423,376360,-214236,962926,46273,-600306,-1,1
889484,-589659,-711669,-754143,-306805,86279,742883,402658,274439,703549,-1,1
-151014,30886,63254,-309900,-504170,667797,-79478,-335334,365557,646922,-1,1
-237540,732271,-321536,-159832,-119925,657079,-636269,-3052,352113,-813278,-1,-1
880371,-795728,231489,590208,176251,-717460,492820,823686,734989,-26837,-1,1
268307,-845304,769487,717458,-895683,17758,-384920,32871,698222,94419,-1,1
814745,-187607,769759,-211209,999924,107414,-675110,-11787,-730044,730251,-1,1
-540141,-809086,-848196,-505035,-929781,-897105,143252,-51247,-75285,-179576,-1,-1
657394,830854,266373,-76198,369045,-363252,931592,299608,-314471,261362,-1,1
784548,174753,695594,-507820,676556,-245537,475198,604242,844053,109986,-1,1
-312423,436892,-909405,777503,-444388,657745,-538160,-358838,152563,662049,-1,1
-573823,955569,494510,609185,61030,731082,641513,-394028,363983,51816,-1,1
45258,302138,-329421,579409,573308,-540485,-396176,302817,459926,-691715,-1,1
174376,-309590,472168,-474676,-424924,-24999,711567,734562,892542,267130,-1,1
878042,295163,992128,-198456,712354,-442005,354908,-391915,240291,-838185,-1,1
-928996,205278,-91197,-925993,907061,205021,-468129,-164767,338991,511614,-1,-1
932433,630398,-325093,-348573,759292,-450299,-789309,659066,819920,917009,-1,1
489439,-302129,-806703,648181,61035,-107172,167834,924870,917361,475697,-1,1
-451105,-677797,-215636,-101338,-389097,-756796,-355618,254930,-815694,280270,-1,-1
387127,55857,-86203,819686,-250142,967940,234813,606590,-920165,426648,-1,1
381591,-444133,449775,-846262,783432,858707,-512522,120425,-9741,-277509,-1,1
-660130,839123,404606,-455576,-115385,520833,-680642,451220,229793,-234201,-1,1
223435,486397,-721608,-970519,429238,-109774,-277613,40790,-346267,505779,-1,-1
-180212,-481867,-982403,187577,-833554,-537240,453766,-220444,916002,-469872,-1,-1
676773,755567,712982,692144,672077,-501459,265145,269160,133819,-81067,-1,1
916519,-745198,752583,165894,384571,128411,757418,-318833,565388,895644,-1,1
-181240,-116333,238547,418380,-884688,-802361,-161112,-666785,935645,372098,-1,-1
640931,439500,-546796,603826,-530344,-228374,-98142,787119,-479644,120893,-1,1
938536,641182,-914331,82555,-998612,-355973,-762951,-903211,349508,519713,-1,-1
1475,329963,-196481,-31615,-455399,327371,329676,-404975,649055,99718,-1,1
-815316,-319642,766600,-599184,-578647,-130525,912977,420677,444743,-344226,-1,-1
218423,-774789,139445,899953,967781,-787804,14264,-274579,-456742,768716,-1,1
-497389,598890,-815850,604284,-699571,-13008,95755,935133,770753,886283,-1,1
578747,-229170,-94268,724118,640269,-263814,883267,592021,-572249,448686,-1,1
-29500,-690389,792756,282405,422465,793479,932984,-598811,195223,-812379,-1,1
742541,-386773,-385807,-145684,-43189,394242,662736,778857,-796462,-757594,-1,1
-330269,-831550,-205345,543321,-95044,-410656,-191275,6531,815971,-742809,-1,-1
-5911,-194205,64943,295747,118755,694453,776670,-627208,271187,26285,-1,1
-17542,289358,-305196,251705,618705,357294,-497693,222871,952494,889559,-1,1
427147,-124819,720729,699587,716711,724804,-190571,810325,-218506,-642192,-1,1
-657136,338801,887827,-389795,567300,377389,-54437,-229506,-786624,-627210,-1,-1
307334,368872,-896499,-146398,-723917,838783,-974181,14077,804115,-182557,-1,-1
-448525,-707307,160084,558413,-221075,-880245,129261,-385757,517877,-407870,-1,-1
-662800,-612826,-708265,-796818,-719943,-852007,-600636,493121,-653748,315059,-1,-1
-308789,-135184,823216,921463,-687352,847569,-546090,-94180,-714929,-102991,-1,1
-827071,125354,-359832,214233,80332,-333679,-585260,-991288,-137596,-329183,-1,-1
186601,13432,-611408,116651,123775,-89465,559006,830609,-466316,-34453,-1,1
81323,750890,527439,-360554,862454,-924715,765534,-883655,-435580,-644826,-1,-1
-902089,-578258,-773357,-527194,674088,13156,189374,-156266,777034,763882,-1,-1
120050,446989,593535,-405410,794412,148260,-556410,-624578,-422111,-907108,-1,-1
187489,-437397,295139,948143,735247,190046,871034,865582,-422526,-235253,-1,1
944948,-150690,48704,-776116,-63724,17185,-468402,757733,-653747,496490,-1,1
-947195,608602,740502,-92820,148823,-670086,-643298,-974298,-169899,841684,-1,-1
