-323389,-177697,-416157
-829663,529430,-755513
789766,-394439,647496
-110587,889683,-697897
787164,-17418,-459927
54350,359325,-132805
-93987,-353640,924033
-971729,-229908,592957
-464346,49622,213407
597325,-694162,185594
-589263,35269,277900
285633,-124074,617823
387342,493462,835562
-805854,919726,796251
478692,-116364,-650334
952213,938804,-677895
514796,286,-932943
-586914,-574605,-323148
-649976,18093,484813
821644,-904145,-929213
-460800,486792,-303263
-621138,-988437,549114
-129108,128194,-25113
824817,-503336,-811038
-619757,-120147,-796798
418037,625634,417763
527288,678072,-806284
-455708,941181,353927
-409852,94121,-662010
922442,-460508,594204
-573206,-974320,-583332
-238824,1546,302534
335463,-506600,-205028
-251683,-130009,-42249
366262,-975945,84225
950641,217024,319612
337847,-452430,-610741
394866,817350,-378664
-504995,715885,-583848
745052,-142985,-906757
553135,-563582,599432
-719839,77318,645862
-494436,369833,485955
114160,446103,-19315
19691,-256909,140457
952026,338475,-263194
559827,-610314,670696
-514104,-472847,799454
-822641,231233,322758
606892,332901,557888
406389,84961,-994370
851305,-215930,740039
-195032,829104,-862982
-489652,-453478,146574
479858,-830409,184011
-188775,-678024,640918
78454,-933960,227029
-682491,524790,75665
939227,316382,71812
131123,-875667,946549
-739723,-765459,-737707
62003,578977,139391
-525146,-153254,-141299
720046,-264613,-857079
839779,542237,-417420
170077,600996,837051
-318026,-193198,-795829
988359,-231377,242886
362233,-523594,-75135
-642284,-339730,932299
-528312,22288,980650
472794,868694,662260
110911,-298549,-3400
-920747,913012,697520
114310,-272257,759384
950451,9541,9614
417668,-531832,59691
932811,511672,-671232
799248,585886,302935
160343,-844409,-597465
426683,857532,887600
687375,591557,985480
376574,163293,813456
-675061,-860771,20544
-719205,293875,-315894
-308849,-646740,671457
625474,-649117,-833692
-990078,-118248,-812117
-524533,-586666,243484
-936268,639830,-723872
353885,550015,970221
703222,-76474,-840576
538827,837681,149210
152894,523400,294695
-462403,93818,-30812
832238,-574370,708405
673294,114794,-226980
860648,-765328,-872501
772799,904513,-626584
529113,524035,-238120
215808,-143897,497216
495342,30608,-578495
-403603,-452420,-110724
442523,-992785,-603978
802920,639396,-420304
-911861,602650,751396
-315024,445246,181765
-523199,-933467,-573438
-858615,290180,-31656
-103145,129630,415177
-858725,-991146,-454020
808076,983757,517317
-97850,867316,80399
55687,503210,-755786
942787,424569,-737888
597352,29172,-8739
48924,-930282,-951173
-360892,514641,-554162
676406,-528875,-287219
-877883,-32945,-673008
-589466,-482860,517400
-431616,-973625,659846
466000,306093,-788494
140737,-204594,-309175
247851,-156613,-982572
-486562,-590923,246052
-660861,587102,-570370
-521307,418823,-739388
-817930,-848205,729510
709688,741531,-622200
758920,-165703,-787622
382755,-933309,-14130
-527219,-222669,460853
231567,813607,740226
-377266,39093,-268371
-96209,214884,150288
-673129,419887,-499706
-545625,-217478,759590
-913848,-414517,-912847
-403606,977972,196856
-53196,789976,-512469
-312587,-766803,715599
657576,784576,553511
-714519,268011,-233764
-825113,895764,122721
812773,-135392,-824242
807511,-135471,179727
-530876,778109,-239314
15609,769062,-888698
101255,-7719,-178829
276663,-371308,16829
145580,-319921,-778526
62939,-11194,-681112
838206,-702653,677877
-968118,-925309,573796
-585334,780088,-215245
165513,-825641,640799
482451,-625536,627120
52859,334809,459692
915534,-379304,82884
971907,719461,-946930
596820,453535,-148988
454505,-889629,569757
-687227,475042,12795
697996,388664,230754
-896899,808715,-72279
288518,840350,219718
-116236,-366756,375811
-973362,-66981,-504486
-703922,-724837,65775
235880,-811809,-116056
867296,78304,209354
277182,-725948,956071
839867,-324500,-591391
481577,-296822,410934
-242693,4126,-175051
-277170,349058,487379
853321,-963658,338932
-184102,479573,-641171
-967813,443161,-33641
-823977,-505876,716287
411803,893749,-62195
798824,-767727,-165044
659855,-730665,335312
-29930,-700396,220546
-450228,866361,989462
-70792,-683352,-262231
406037,-764101,712046
526022,-269179,592863
983123,663755,-628597
439603,910352,-283180
-86050,668722,-799833
27733,-832161,877106
-289577,221141,-857475
-30847,-595677,-272991
422446,176924,624201
636305,850004,-841649
474922,-192768,-429473
896117,876136,422791
-297894,479620,209979
335750,-867866,974769
776334,-712576,458988
378652,732932,434622
525547,-355136,336783
104641,525763,192452
-864975,761185,-554314
149875,10484,-636068
-601217,-58470,-906668
36388,369754,239976
902899,-410194,-17839
-763463,309855,215629
937220,812789,787501
721254,605764,743289
-887260,436285,849795
620356,387964,-197186
-451419,199852,-803828
-963633,288868,420596
-291131,-244010,866554
265128,230884,-645140
-276094,-852529,174774
26522,-581443,906118
997327,-374046,273606
437164,757964,758298
749788,-593860,-952938
-146945,-487899,-833014
-70818,663581,480349
-731755,-118141,641483
-816504,898533,-443519
-36493,180427,-669328
860583,89692,-792142
-105782,342992,952802
-378524,-320205,-922415
-511605,967522,765390
880512,-186874,915133
-314606,913209,-296626
737928,588540,-462521
860402,896844,915246
-325095,-190,767082
-457666,-778285,-156399
52243,121120,288328
197497,280262,-869861
129256,308179,-159516
-751710,597106,-113170
134029,638914,-753336
-54338,-646459,-207350
-460586,139881,149997
967890,-788561,130221
-574012,618405,-393287
-500095,-363162,-520318
902250,502785,-138108
486145,860201,71944
23313,963502,167742
-89777,-886702,252338
-382946,687140,430546
426558,360839,-2648
816240,11600,-446258
-110774,-409237,-273374
548919,-402270,-387445
136128,854894,24036
-788914,946391,-600506
-189150,959350,-827097
-328043,299382,574007
-481806,-691130,-11500
-68029,-613777,117995
151588,876643,-212625
708734,-498390,970248
-942638,-557428,408280
468248,627461,-456535
-537134,-117182,-991563
561819,526689,315427
356436,-699463,-39937
-674814,-816189,778831
-499932,-647096,-823383
950753,-581051,902040
543756,61277,-821146
695734,-487270,130493
-260704,954845,-385917
353530,-917643,-779595
-136650,571854,-986338
307887,432948,-826695
358224,478571,494101
894976,-167563,-900589
12894,34101,-628202
-113506,-135591,-329455
-807157,-641555,-699008
-104274,117352,-923065
634038,-415726,-393566
-174147,-484374,-781046
200019,201502,852059
-826644,381385,576634
-765366,-45384,-819155
982950,-769466,740811
307759,280121,52152
272356,-56899,-229947
733307,999946,-10873
-447654,-311193,-517287
331963,-540003,155528
-850638,-857722,702080
-890263,-940018,-775521
733924,-673231,616991
776138,-555692,457740
962767,-251735,-685744
796408,780712,310867
-744391,-684489,-885394
-689873,145639,-383010
626916,231674,-291594
40165,-201039,-939452
584421,-712344,-209557
216793,729216,-704570
534294,462410,-678997
882554,426140,812429
328050,-494931,495719
472487,899304,25876
-497644,371108,900710
-806981,-579530,446746
550251,-614324,-671378
413981,302883,-629366
403905,-742447,-594424
-545218,-784636,-917435
836856,809224,867491
-64095,-470212,-811975
129034,-846094,924768
273610,-392574,-997962
374838,334096,212398
-856107,261711,929580
959925,-839716,379203
-876546,-265278,881177
-436872,842291,-6394
-79046,631836,207466
635739,-482124,501227
-648394,-210883,-19758
-947873,357128,-941652
885551,-989981,-869658
-223459,-116041,776196
-735765,-810208,-280365
650618,43745,-256095
715966,-213694,-750456
537026,975204,516501
778723,315255,-678409
395185,154714,-308290
302548,525968,-485227
-126448,597626,-36358
-6993,817906,287375
-54184,-381953,56103
166442,-666138,862535
442778,710696,-471477
47307,-444112,227016
-395806,-609247,452104
-194940,-168787,-585228
-322100,-799391,-205336
-464889,-979540,645827
-122325,-915320,223830
-793299,147847,9762
-710670,-478931,87332
721000,33862,-15569
129475,219252,680849
-798893,-645033,-144745
261439,-862869,182631
-36926,899982,891876
710035,359316,-355040
842653,459912,-748486
-348821,137039,226977
905158,-10132,268135
466864,-227021,-217131
-820169,-851340,-628602
-273264,-267906,-648541
-150564,529162,626231
971534,-631125,555269
560301,38086,212274
110781,630620,-380227
265498,-43225,229865
-818868,-294259,-96224
341793,582534,207644
-938442,-797142,264373
115764,681254,496962
981637,247167,-910323
-469285,-293747,-92982
-342611,-824247,917295
996849,980607,-191357
323630,-831711,-22688
-561294,604628,-162757
136975,-686365,-119017
-296145,919726,849575
-912570,603532,-384494
805540,-758333,115518
-502354,751224,-843608
-931003,734527,900072
-725455,-87860,-755881
-499692,-913562,-247316
-239539,-700281,841932
875886,980354,877712
-930579,-16257,426425
-243675,860956,-26345
-643498,-890954,-290144
-930314,-381475,847254
751232,755558,192790
942030,-926431,-423607
161626,921964,190088
-261242,20226,121813
826562,825679,524
275143,147520,-76837
-59418,445033,25923
780128,807229,-60777
-641327,571281,126308
600644,170919,323711
824567,581964,-73564
581883,496582,-257063
625041,-371518,-660523
219061,4313,843127
800645,483374,-603097
-945012,68791,-450164
-536984,396094,-521234
888891,353803,569538
280115,532482,125624
18963,269358,908357
243381,78006,-256731
-5674,223993,-891002
222674,600607,250760
-778047,229311,-68758
-527035,-881961,491522
-965093,-314877,802412
653613,57273,679604
-14777,-329693,-335347
25105,150397,-403846
-547584,-533874,-546556
-635221,-689538,-964075
843871,521182,794157
890586,-706409,455491
111948,-94481,-445894
249102,-412009,378781
251382,-981001,-792661
-415379,876151,897559
802152,-809199,-411076
-959881,-77274,-397230
-663414,399175,3408
85411,-199587,734025
-789389,778064,953928
-921823,224183,-564799
-354720,952762,993359
841767,127576,353306
409494,-644578,-424113
277593,-215650,853929
-827238,-503632,-939440
-539191,-729351,-812510
-357582,654669,-669851
-181231,-744605,47937
-786893,-792674,114295
432345,-549140,983014
668062,94878,-221532
413118,752874,-352064
489359,-335976,-692977
473021,-258838,-690454
-975265,572209,-283826
167285,193,422388
391493,-819189,-551835
-987987,-326148,-725636
42926,-874109,492408
674622,-300230,851129
-884746,409630,989950
-236888,294833,148111
39628,-713241,282075
655829,-954596,116814
852051,-622670,798874
78473,4083,-959036
-61339,-586611,-283413
23577,671949,-709338
883275,345929,-135162
-864697,-966457,279926
-675220,-35315,-996460
547541,-763060,15789
442684,-664232,-230062
428486,-676934,-106477
370565,-293889,-748341
-274245,-100229,-499305
-932106,684595,-3037
796173,825202,-462088
-997746,525370,-40760
836752,-954625,-573971
-311737,853217,270746
-547034,144755,283041
-269175,791439,995010
160626,769273,-456254
-114689,535625,-889940
149331,-644786,-450972
87803,-81111,876478
260828,245222,104803
778458,-58365,95724
83375,-13401,510993
952793,375779,196868
-215239,-931682,418915
-339894,-817599,-560434
5422,-995026,-157597
542470,645529,-431413
174507,226814,864532
377487,-138408,547469
-730929,874728,953499
970469,-947626,-826916
678117,-636598,191926
-930858,-144350,308785
-856335,-553728,197371
-831587,378387,-565401
-358763,-383808,7421
-676548,-99861,971603
-894221,-714105,-988828
963351,623824,-42395
391275,881208,196615
421551,-972562,-29289
-530684,-113255,825105
570869,109545,-543938
596984,-355498,-353297
-661975,742530,-895912
-236614,-708281,130546
-253574,888386,699957
595451,177030,495623
-279268,308108,-35182
112030,-668229,-55067
-183941,301709,-446796
936169,938010,135471
395619,693769,597808
509751,63641,25753
-713402,60646,990992
659567,-61036,356874
-371163,506168,-141381
81536,851859,112775
-869851,797755,-514898
-464467,-297907,-344166
-288464,705629,674538
-892555,494586,541647
-112851,-546604,874789
123996,688313,791933
940404,-544368,832105
-819459,507610,711253
-965514,-193565,957261
-537645,-315435,-55135
-871709,-703874,877557
8211,-493337,989968
-532433,621536,-665181
969993,-454771,835252
211270,-664549,-233484
-42691,961396,830524
599265,358494,-930461
-262129,-877243,506947
303259,-49179,-649926
-854870,-860052,-624461
-749961,-226695,-715784
-644800,249445,583721
-400408,798824,-789686
645131,561452,578942
375497,160234,-566837
893993,372193,-247460
462718,983646,-767117
-918991,-696606,-989756
890095,-352554,836790
888114,-763322,-231711
-819528,-812353,-496244
-726053,157678,-48062
-268556,-57237,-342237
-732141,787677,-386485
4358,-687692,-628654
432304,-845477,-28813
249313,-340161,-4805
-783473,-583387,-410257
-267172,-576559,618434
-802943,-919932,449364
627968,965748,-658476
998203,-569877,-382015
277249,-201757,376293
-389860,-876766,-293476
708224,-106298,-727604
873348,480195,-677602
-867822,-710186,403196
459302,23448,926209
606978,620534,697831
-842530,-479251,-288607
-63887,-647841,208053
375429,-398149,726417
-831406,-799067,641033
888409,-305196,713452
-756734,83201,-41555
409050,-822190,386501
615915,278876,-631611
41999,28391,-679924
119450,-979091,989860
843047,435571,-867761
927080,387556,985212
-888167,152867,-564664
-412182,616236,771128
968863,-924307,-325567
-419871,-359108,-367092
-845209,-170415,-379074
-281316,720760,426226
-341295,286167,327360
258844,-209957,435942
-172786,-240354,-790719
156771,345358,400958
-44973,-849790,-838827
406091,240678,782391
845398,204025,387760
-389549,362791,-127050
72809,952208,313982
349708,89151,896188
630072,-347231,542108
422613,286588,766706
549677,401755,-314051
718562,-232168,-374670
-448427,800508,15378
-635704,-826517,25046
-301410,-924275,163694
850610,-480770,-394428
-239677,-351745,-518561
20548,472562,432871
-171481,791958,539807
-424328,484511,582480
448841,51189,460023
464643,922062,-903082
-61205,-504487,-427364
-278223,130002,296928
680654,196328,103949
-676645,364014,409538
-254384,202975,898444
235480,-394192,-192651
-613346,-353347,749512
-82508,-684701,-865328
489241,194201,607735
604837,154776,-325181
376257,633401,550865
-296939,-565951,-876029
68996,-655073,150736
-398176,327243,101531
954945,-376746,598882
-114685,438878,-243129
-432440,-724530,68501
352887,-2820,900166
-57509,-278402,-757789
504407,-681097,-277479
-419927,-311147,-711691
518545,-907807,177450
403102,-364162,91823
178022,-530329,-327985
-419146,-232726,-410874
-825176,-446294,140340
-552297,-46836,604784
737173,889922,-203549
-595879,-326904,377339
-931907,-191788,817435
664384,-233146,-772493
-760981,-322349,-771264
505320,165441,256550
452485,-3513,-754962
-119712,69053,392436
-267203,-623188,-796219
-592150,848768,-17054
663623,523013,-179396
115752,766465,801617
842405,-71416,32656
510697,168892,344061
617347,-60640,-582558
233443,477537,62846
356676,-435860,36010
973741,-731679,106350
-970917,760220,-721064
-538794,-525259,765417
-338028,653708,-753336
-505217,-136778,-668282
-67254,-175222,-166966
-656873,775169,-3040
893791,-380029,683330
-275432,506124,892875
-828464,651907,521009
935086,19909,128252
-484704,-362879,132291
-901900,624684,-25801
-806274,738245,-244888
-116876,-428353,-837202
227482,-810407,190921
-687259,-111096,146746
-91334,445463,-599589
106138,-223835,244854
712833,582131,-333365
-522677,282577,-327316
-276986,-946269,-212946
-98574,-831448,254953
778609,138952,-117073
-438049,852890,-604427
-359762,-710587,-493939
434678,235660,581156
144945,-270250,-819550
611074,633649,-887288
136612,136899,-295641
716529,972693,-825813
-59734,306184,22089
564127,-601591,646069
988737,-829647,-553122
96144,-747175,196516
-88576,974037,-829252
722489,925199,-919318
472869,746552,887864
-269526,535468,-88940
878117,138111,907770
359236,-889819,620601
-875441,602395,-64399
838183,-50158,659063
-631334,-118347,-559789
-62386,847578,881006
-274690,-484311,-407793
-38952,-692256,840328
-953575,-945804,-384442
-664102,-529117,508243
557100,610159,-307481
42750,-886436,-564945
403863,769306,-995011
382599,-253001,999371
574794,-600725,-168072
-292918,-387239,302152
-580225,-796061,464567
334688,-569154,482078
307310,-337501,-450925
886477,279259,-704607
213786,218935,-497723
86819,-368661,97492
199761,-844980,902331
-417976,12088,-185768
-52358,98454,-822069
220487,479481,-444621
519090,871503,-329269
-298942,-987595,127670
876814,-676942,233911
-715108,833734,786502
-296721,-832808,-653557
106770,-292094,606206
898734,-448512,-850069
358464,-609551,-929445
-560649,-284488,319025
310319,-428121,-391452
360685,-820680,298222
-861711,-751183,-117420
-782725,-59180,147860
7866,46348,-322533
208324,-313515,-470353
-854868,165895,789361
244665,-317072,217143
-422510,663517,-167262
-922259,722902,921734
-130390,-477619,-423831
-668917,-927877,785085
-577366,-263715,-238588
349858,-57863,847499
317228,-336269,172329
79856,397719,-298431
-17659,-399714,-407245
-960639,-500337,-320017
763718,502871,269915
-357145,-148532,-713808
297736,466876,559228
619864,-69735,-438343
842986,-798315,-408105
603436,153258,-210035
-243663,-97186,-365635
617707,349054,-532058
-921640,-427897,-527153
-590375,455570,-245376
362838,756875,-847683
240982,-932874,601133
724960,489899,-544600
-86117,383886,-614516
804304,750499,-479859
-733177,-517649,-841625
-591355,652564,504418
774949,598806,-557042
-345271,603887,243305
-603399,-810163,-832690
-461440,265958,579753
82768,768693,-962376
-852828,-411110,-714310
394477,-482578,120973
278016,117495,-600184
333309,660305,348875
206830,480762,-499075
-259653,-632042,-174474
65958,702422,216456
-376496,386880,-540701
-623379,-860989,80930
718730,873722,-662378
-96140,105539,-82116
119926,64410,-475492
377558,-349624,-456223
574802,464853,202163
598994,-395670,487700
868156,-577722,-250577
401516,-697884,866401
448349,-801143,503376
-610945,-638351,-324436
772611,677493,566895
-61225,-323802,-578514
814822,502720,555427
82617,806616,511916
-701721,31562,-353490
735599,-142348,76758
494797,-542344,-47735
540391,-245723,-24279
-519338,990918,-797030
-727142,-424691,-409538
576009,-736967,-699359
775086,23311,17041
-293244,467315,225078
75990,-367312,-134197
-196481,-873306,663208
-804301,733939,-522435
583637,317640,-604717
-503233,-709127,-759167
-76063,299306,695222
-429169,-612484,-872585
-799432,800418,722295
171849,960558,-885397
-989058,79095,965077
-525124,-475442,-967
986749,-100057,-115170
494399,-990170,-127204
-821869,-228476,-416780
-861855,104954,-355122
586779,783348,973658
-991041,-477032,991832
-569985,438290,-860040
-452940,-894386,-160123
407221,548385,90001
612192,453608,-393404
319254,-216906,-475682
-61159,146250,-296702
526641,-240643,526256
179265,-263130,-639402
485001,453453,-999978
231407,710104,-20716
-429697,328231,-440147
-754685,290300,-168490
-42379,171516,777634
6763,-345804,-988321
-545509,-533270,706497
159498,160885,-283132
-478011,539971,52282
-895444,-584681,642614
-438191,488587,888858
531948,-60591,-705831
-266440,970742,924727
-656022,-231449,649004
-7179,969837,212427
275436,37627,-340022
-322774,441852,505339
994844,-482481,724945
767079,928715,-85623
891009,854857,-48677
902779,-678346,-928500
-953768,-852066,718812
-75480,-591888,-67064
417546,86106,1729
764922,-62455,540324
-744745,-431073,719826
-334422,814136,-793249
-429653,-309058,61830
-542661,80998,991338
111063,-851206,417145
-60363,-112565,430133
-470875,381995,359541
871034,-868296,207397
937770,138867,-120170
-568554,-99724,-709621
-676148,-964428,-291672
-87821,534115,-577604
-490357,109316,-587534
-468134,-962078,396439
981594,-317938,-639646
118140,235099,-55666
695614,-712025,668448
-348128,-971319,709979
-529225,161460,816591
453016,241446,515248
-724580,199368,-848806
178050,-329075,834832
370712,631141,431418
881276,-217977,352524
581888,762683,76489
-707543,-991608,979766
517620,635238,-751158
-185133,-308876,784455
-275659,-385351,-949821
798708,-409032,-117365
-85313,-501799,-974599
-666203,644989,376160
-311088,-497089,301884
-899210,-190623,91780
-812828,306380,402288
-672638,802043,-542222
263634,959250,-693554
486634,80348,-688610
558443,-918894,76012
41617,848571,-842011
-955157,-356965,865393
198988,-900003,-704354
-323667,-519628,-12203
568767,-853116,735259
791745,205379,-376439
-148187,-22245,-928672
996290,768240,-503019
661537,-581400,-240110
257683,348252,817753
575585,922341,706588
965660,686160,446150
-641356,186387,-756820
-133410,201336,-80023
-168488,-15418,-211658
927839,333547,205635
-784899,-230478,877979
622524,-486006,126920
-80948,33410,214121
251236,-40265,362325
574391,927336,-495509
849404,-825657,72616
855561,-589707,-715925
980136,-627381,246902
840678,651941,65219
-137744,-390602,-863850
555342,113661,-942448
-161553,781031,-620218
327705,753750,-579883
-609120,-177987,-131403
-652737,-868818,9110
912913,694693,-963772
970073,-527867,387269
882756,-886834,-710824
-397053,681977,973769
853243,-806799,918149
61168,-633785,-172634
720541,-871958,-504232
-454110,125534,-39169
885154,754536,882089
39830,-389597,-618222
-36981,304602,-869481
-461367,-553020,-593946
247433,-929929,-477986
910786,288694,-918234
-124507,78932,830476
744846,992162,-309556
402819,-161531,258992
-45435,901983,926272
-221201,985342,-969687
-214900,-601703,-173529
-666684,740510,780344
-229846,396338,748732
-510250,-548927,620881
621132,200173,-76440
-365638,-961548,-532190
122683,426497,296931
-414512,46858,-627502
612062,462363,-573486
-630904,62887,-724904
-958122,732425,993956
-237895,-386723,633991
-743051,-988737,310392
-948677,-622528,178625
-155850,822296,186251
704809,790564,-138040
-645067,680660,55189
-773672,-484338,-339989
-732095,-582603,-517312
-694317,-303643,702096
47567,-137207,828084
-3119,194988,-242466
131195,-245250,-236927
-113946,930542,49094
-163252,-350575,-565006
596475,155910,919547
-224688,-699969,-623258
155710,277243,208556
-288944,221637,765959
-88894,-320071,-164231
-206226,-948298,-345407
-703956,461811,-433139
-681567,-267779,-266606
-958527,-134086,562985
-67234,-752854,-403734
61670,830551,824508
93560,-355852,-489739
-915655,-963620,150981
623120,851017,-822603
307487,301116,34664
185918,-133043,918535
441424,494057,-606039
-206040,-876889,711502
-570123,-566339,117775
253404,509996,-60662
640189,-545314,3021
140698,697709,703383
408938,-641900,-804590
446737,-418863,477993
278144,984503,-662303
91792,-199893,-644810
-744941,877699,-339399
-966485,976629,-570973
148876,-419822,-966256
-190708,801084,337828
835850,666349,-17776
-767423,331404,-167390
105236,310948,-285094
-509817,-508411,12556
-647927,-776743,-810578
855019,906412,115919
-752926,597899,161522
604275,-481737,26603
-320312,1210,-154922
-787284,-895499,-71269
-287549,-172351,-669812
728356,-444315,-50593
-279553,-453067,-201395
864095,848419,999889
505676,-478418,-567248
287863,500764,-352102
815850,259673,-436746
-331392,-328944,-464168
-201228,-637029,334200
393324,-140851,-483744
-511686,951239,197152
-367538,348006,395086
414594,485775,-139499
58589,-707687,-933653
960101,-267624,29121
-269040,-968347,-612990
239681,-512329,254224
760536,694227,-379804
65868,807735,-543575
-750571,-342900,-822700
620755,-822349,-866675
-115360,221828,-455196
-141969,-576023,249020
-709019,-73992,-464895
-557247,622556,725414
-242699,-953276,804784
257478,980458,-58262
386239,-141455,195036
-306051,-78285,278018
424817,333070,-500101
-568047,-376904,-8835
228631,-205840,301013
-49075,583902,-983378
-318310,405728,49316
489738,492284,613450
339349,148448,-407417
114305,241748,-835344
455626,-600906,397590
870488,800488,529541
-472967,-804028,-867098
-621428,-409216,911995
-459260,795966,227297
-703455,554710,-39025
-671278,-648422,-945227
598718,848769,527219
-547514,682858,861130
-866304,-613568,-679290
